"corpus","preloaded/ske_parlamint21_fr"
"subcorpus","-"
"concordance size","1193"
"query","Query:[lemma=""se""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""je""] []{0,3} [lemma=""me""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""tu""] []{0,3} [lemma=""te""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""vous""] [tag!=""Fc""]{0,3} [lemma=""vous""] [lemma=""faire""] []{0,3} [tag=""V.N.*""] | [lemma=""nous""] [tag!=""Fc""]{0,3} [lemma=""nous""] [lemma=""faire""] []{0,3} [tag=""V.N.*""]"
"Reference","Left","KWIC","Right"
"PA719146,2017-11-14","est le fondement de l'' identité. Nous sommes plusieurs milliers de locuteurs à penser, rêver, écrire en langue corse, à","nous exprimer et à nous faire comprendre","dans cette langue, y compris à l'' extérieur de la Corse – en ce qui me concerne, par exemple, en Italie . C '' est le cas"
"PA719578,2017-11-15",", la puissance publique continuera à réguler leur activité et préparera la conversion écologique des mobilités, qui","se fait tant attendre",". Quel est l'' avis de la commission ? La commission n'' a pas examiné cet amendement. Comme je l'' ai indiqué tout à l'' heure,"
"PA721764,2017-11-16","donc à contribuer au financement essentiel d'' organes de réflexion au sein desquels notre voix peut et doit","se faire entendre",". Par ailleurs, le programme 343 sur lequel vous proposez de reporter des crédits bénéficie déjà de dotations"
"PA2960,2017-11-16","orthogonal, pour le coup – je dis cela aussi à l'' intention de M. le rapporteur général – à l'' ensemble de la politique que","vous entendez mener. Vous ferez même payer","deux fois les entreprises : d'' abord en réduisant le CICE , dont le taux passe de 7 % à 6 % de la masse salariale, ensuite"
"PA337483,2017-11-17","du logement social. Pourtant, l'' Assemblée avait approuvé le fait que le basculement vers le crédit d'' impôt ne pouvait","se faire qu'' à partir","du moment où l'' on aurait trouvé des solutions de préfinancement du crédit d'' impôt. Car le grand enjeu du crédit d'' impôt"
"PA720370,2017-11-21","C '' est faux ! En tout cas, quel échec ! Madame la ministre, les premières conséquences effectives du Brexit commencent à","se faire sentir","et d'' autres entreprises ou administrations vont devoir à terme relocaliser leur centre de décision dans un autre pays"
",2017-11-21","franc, le bilan de la COP 23 est en demi-teinte. L'' onde de choc provoquée par le retrait des États-Unis de ce processus","se fait peut-être plus sentir","maintenant que dans un premier temps. Je me garderai donc bien de tout optimisme excessif. Il s'' agit d'' un bilan en"
"PA718926,2017-11-21",""" au vu des éléments de preuve fournis par les parties "". Je dis cela en pensant à tous ceux et celles qui ont réussi à","se faire réintégrer","dans leur entreprise parce qu'' ils ont eu les moyens de se défendre. Neuvièmement, vos ordonnances s'' écartent d'' une"
"PA606712,2017-11-21","d'' infériorité pour défendre ses propres intérêts, rien ne l'' empêchera demain, pas plus qu'' aujourd''hui, de","se faire assister","par le représentant syndical de son choix. Ensuite, pour ce qui est de la fusion des comités d'' entreprise et des comités"
"PA719930,2017-11-21",", qui veut que le chef du parti majoritaire soit choisi par le bon vouloir du Président de la République avant d'' aller","se faire acclamer",". Il faut toutefois vous reconnaître une certaine cohérence, une certaine constance, chers collègues de la majorité,"
"PA606712,2017-11-21","! Le droit d'' amendement, le droit de discuter, le droit de répéter plusieurs fois la même chose s'' il le faut pour mieux","se faire comprendre",", nous conduit parfois à améliorer les textes qui nous sont présentés – je pourrais citer des exemples sous ce"
"PA718744,2017-11-21","peut pas opposer toujours le libéralisme et la protection des travailleurs. Le libéralisme, ce n'' est pas un gros mot !","Nous devons nous faire confiance mutuellement, parler","entre nous et faire en sorte que les employeurs parlent avec les salariés et les syndicats. Excellent ! La parole est à M."
"PA720512,2017-11-21",", le mode de fonctionnement est déjà celui -là. Le dialogue aura donc lieu. Peut-être les salariés auront - ils envie de","se faire assister",". Ils iront à la bourse du travail, ils rencontreront quelqu''un qui exerce un mandat syndical. La présence syndicale se"
"PA605131,2017-11-22",", expression qui me semble un peu péjorative, il aura négocié cet accord avec ses salariés. Je serais assez étonné qu'' il","se fasse imposer","un accord qu'' il ait envie de contester, et ne s'' avise pas d'' agir dans le délai de deux mois. Tout cela me semble donc"
"PA720512,2017-11-23","doute plus contractuelles et permettront à chacun de redémarrer rapidement. Le salarié, qui n'' aura plus besoin de","se faire assister","d'' un avocat, donc d'' investir dans ses honoraires une partie des indemnités de dommages et intérêts qu'' il espère"
"PA719930,2017-11-23","doit impérativement respecter le montant maximum prévu par le barème obligatoire. "" Cette formule, évidemment,","nous inquiète et nous fait réagir",". Un amendement a été adopté en commission pour préciser que le juge ne peut, en aucun cas, tenir compte de l'' indemnité"
"PA719930,2017-11-23","sensibles. Quel sera le coût du recours aux services du médecin inspecteur du travail ? Un agent de l'' État pourra -t - il","se faire rémunérer",", alors les services étaient gratuits auparavant ? Enfin, qu'' en est -il du secret médical ? En effet, lorsqu'' un dossier"
"PA718860,2017-11-23","les indemnités étant dans ce cas inférieures à celles du licenciement économique. Par ailleurs, seuls 7 % des salariés","se font assister","pour rédiger cette rupture conventionnelle. Cette très faible assistance des salariés dans la négociation de leur"
"PA718860,2017-11-23","les indemnités étant dans ce cas inférieures à celles du licenciement économique. Par ailleurs, seuls 7 % des salariés","se font assister pour rédiger","cette rupture conventionnelle. Cette très faible assistance des salariés dans la négociation de leur rupture"
"PA719578,2017-11-23","empêche les salariés de se projeter dans l'' avenir et provoque une véritable souffrance dont les effets à moyen terme","se font sentir","sur la santé des personnes, la qualité de l'' éducation de leurs enfants et de la vie familiale. D '' un point de vue"
"PA721960,2017-11-23",", à travers ces jours fériés, pouvoir affirmer. Excusez -nous, mais il faut arrêter, là ! Ce n'' est pas une question que","nous soulevons juste pour nous faire plaisir ou pour embêter","le monde, mais parce que nous la pensons fondamentale. Vous pouvez être en désaccord avec notre proposition et choisir"
"PA606171,2017-11-27","construisent avec des traditions, des rites et des symboles : les Grecs recouraient aux sacrifices, les rois de France","se faisaient sacrer",", le mariage est presque universellement partagé, nous brisons – en Bretagne comme ailleurs – des bouteilles de"
"PA335612,2017-11-27",", compétitivité, précarité "". Suggérons - lui "" protection, paix, justice et solidarité "", car l'' Europe ne pourra","se faire sans faire","passer l'' humain d'' abord. Nous, communistes, croyons dans une refondation de l'' Europe qui serait consacrée par un"
"PA335612,2017-11-27",", compétitivité, précarité "". Suggérons - lui "" protection, paix, justice et solidarité "", car l'' Europe ne pourra","se faire sans faire passer","l'' humain d'' abord. Nous, communistes, croyons dans une refondation de l'' Europe qui serait consacrée par un véritable"
"PA720422,2017-11-28","et patronales, que vous renommez charges sociales ou encore gain de pouvoir d'' achat. Pour les Français , cela revient à","se faire détrousser","du contenu d'' une poche et à voir l'' autre se remplir un peu moins, discipline dans laquelle les six premiers mois de cette"
"PA605694,2017-11-29","n'' aurait jamais fait voter sa loi sur l'' interruption volontaire de grossesse. Elle, la rescapée d'' Auschwitz , qui","se fit accuser","dans cet hémicycle de jeter les embryons au four crématoire ! Ne me répondez pas non plus, madame la ministre, que la loi"
"PA642764,2017-11-29","une évaluation annuelle à compter de 2019. Enfin, je remercie Mme Firmin Le Bodo de nous avoir rappelé qu'' il faut","se faire vacciner","contre la grippe : j'' irai dès demain matin ! Quel est l'' avis de la commission ? Comme je l'' ai dit en commission, nous avons"
"PA267289,2017-11-29","l'' Institut Pasteur ou le directeur du Haut Conseil de la santé publique , ont répondu aux questions suivantes : faut - il","se faire vacciner","? comment se faire vacciner ? qu'' est -ce que la vaccination ? Je ferai une proposition, même si elle revient peut-être à"
"PA267289,2017-11-29","du Haut Conseil de la santé publique , ont répondu aux questions suivantes : faut - il se faire vacciner ? comment","se faire vacciner","? qu'' est -ce que la vaccination ? Je ferai une proposition, même si elle revient peut-être à enfoncer une porte ouverte :"
"PA717153,2017-11-29","... Quels fantasmes ? ...et répéter aux Français qu'' il est beaucoup plus grave de contracter une méningite que de","se faire injecter","un microgramme d'' aluminium. Je passe sur le cas des gens, tatoués des pieds à la tête, qui ne sont visiblement pas du tout"
"PA720286,2017-11-29","payant soit empêchée du fait de l'' absence d'' un logiciel. Il y a à peine une heure, nous débattions de l'' obligation de","se faire vacciner",". Comment fait la maman s'' il lui manque les 26 euros d'' honoraires du médecin ? Elle présente sa carte Vitale ! Non,"
"PA720286,2017-11-29","'' elles n'' ont pas les moyens d'' avancer les frais. Qu'' attendons - nous pour agir ? Nous voulons obliger nos concitoyens à","se faire vacciner","et à se soigner mais nous ne leur en donnons pas les moyens. Est - ce là votre nouvelle manière de faire de la politique ?"
"PA721726,2017-11-29","ne pensent pas au tiers payant en amont de leurs soins. Il est faux de prétendre qu'' aujourd''hui certaines personnes ne","se font pas soigner","faute de moyens. Les professionnels de santé sont des personnes responsables, capables de soigner en différant le"
"PA720696,2017-11-30","dédiées, où les enfants jouent sur des tablettes, où les animaux sont massacrés par milliards, où des filles peuvent","se faire violer","dans des lieux publics sans que personne leur vienne en aide, où les personnes âgées se retrouvent isolées, où le bien"
"PA712015,2017-11-30","oranges du MODEM . Mais si ! Ce sont les bénévoles de toutes les banques alimentaires qui portaient ces gilets, afin de","se faire remarquer",", de sensibiliser et d'' inciter les Français à être solidaires de ceux qui sont dans le besoin. Nous étions avec eux !"
"PA712015,2017-11-30","oranges du MODEM . Mais si ! Ce sont les bénévoles de toutes les banques alimentaires qui portaient ces gilets, afin de","se faire remarquer, de sensibiliser","et d'' inciter les Français à être solidaires de ceux qui sont dans le besoin. Nous étions avec eux ! Cette grande collecte"
"PA227076,2017-11-30",". Toutefois, je rappelle également que le département ne dispose pas de compétence en matière de GEMAPI . J'' espère que","je me fais bien comprendre",". La parole est à M. Marc Fesneau . Nous ne voterons pas cet amendement. On l'' a dit clairement : l'' objet de ce texte n'' est"
"PA335532,2017-11-30","et femmes font bruyamment valoir leurs droits en matière de garde et d'' accès à la double domiciliation. Les voix qui","se font entendre","actuellement sont plutôt discordantes. Ainsi, certains groupes de revendication féministes soutiennent que les"
"PA1874,2017-12-04","du début de l'' année 2019 risque ainsi d'' être affectée par cette nouveauté. Les effets sur la consommation","se feront également sentir","également aux mois de novembre et décembre car, comme vous le savez, nos compatriotes mensualisés ne paient pas l''"
"PA717153,2017-12-05","sont complémentaires, car ils visent à toucher des publics différents. Il existe aujourd''hui quatre façons de","se faire dépister",": le test pratiqué dans un laboratoire d'' analyses médicales – 5,3 millions de tests ont été réalisés en 2016 – ; les test"
"PA719194,2017-12-05",", rappelons - le, font appel à des emplois non délocalisables, ces personnes n'' auraient que de très faibles chances de","se faire embaucher",". Or , le projet de loi de finances pour 2018 prévoit une baisse de 4 % du montant global des aides, doublée d'' une baisse de"
"PA267336,2017-12-05","conjoint survivant est exonéré de droits de succession depuis 2007, celui-ci est toujours soumis à l'' obligation de","se faire délivrer","un certificat de non-imposition par l'' administration fiscale afin d'' obtenir des assureurs le versement des sommes"
"PA719080,2017-12-07","ses statuts, ses modalités d'' organisation et de fonctionnement. Réorganiser les services demande du temps et ne peut","se faire qu'' à partir","d'' un diagnostic méthodique et fidèle de ce que souhaitent mettre en œuvre les collectivités territoriales, sans"
"PA405480,2017-12-08","de la commission ? Défavorable. Quel est l'' avis du Gouvernement ? Défavorable. La parole est à M. François Pupponi .","Je voudrais me faire bien comprendre",". Le taux réduit de TVA s'' obtient logement par logement. Si , dans 90 % des logements de l'' immeuble, il a été obtenu"
"PA719874,2017-12-12","ne donnent lieu à aucun trouble sur notre territoire. Le problème, en l'' occurrence, c'' est que le schéma départemental","se fait attendre","et que les villes concernées n'' arrivent pas à trouver de solutions adaptées. C '' est ainsi qu'' une toute petite commune"
"PA340343,2017-12-12","l'' Ardèche , on a constaté une baisse de la production de 50 % à 80 %, selon les exploitations. Les dommages collatéraux","se font ressentir",", et pas toujours là où les attend. Les sangliers, en manque de nourriture et d'' eau, ont ainsi investi les cultures,"
"PA2150,2017-12-14","Castellani . Une licence s'' obtient en trois ans, un point c'' est tout : l'' étudiant n'' a pas à la rallonger d'' une année pour","se faire bien voir","ou bénéficier d'' une validation des acquis de l'' expérience. C '' est de transmission des valeurs disciplinaires – au"
"PA2150,2017-12-14","Castellani . Une licence s'' obtient en trois ans, un point c'' est tout : l'' étudiant n'' a pas à la rallonger d'' une année pour","se faire bien voir ou bénéficier","d'' une validation des acquis de l'' expérience. C '' est de transmission des valeurs disciplinaires – au sens de la"
"PA607846,2017-12-15","est l'' élu de la nation. Il est le plus souvent investi par un parti politique mais a le droit d'' en changer ou de","se faire élire","sans être investi par aucun parti ou sans y être rattaché. Dans ce cas, le fait que la seconde fraction de l'' aide publique"
"PA607846,2017-12-15","est l'' élu de la nation. Il est le plus souvent investi par un parti politique mais a le droit d'' en changer ou de","se faire élire sans être","investi par aucun parti ou sans y être rattaché. Dans ce cas, le fait que la seconde fraction de l'' aide publique,"
"PA333818,2017-12-18",", pour être in the mood, en phase avec le nouveau monde, cet accord n'' est pas open bar mais il n'' y aura pas de testing pour","se faire soigner","en France . Speak french, please ! Essayons , mes chers collègues d'' utiliser la langue française qui est suffisamment"
